Num_of_particle,a_dd,a_s,grid_start_point,omega,size_of_grid,step_size
1000,0.00080000000000000004,0.002,-30,1,1000,0.059999999999999998

index,real,imag
666,5.1936009479576333,0
667,5.1857038154196795,0
668,5.1777470980666118,0
669,5.1697305207436237,0
670,5.1616538045094753,0
671,5.1535166665744718,0
672,5.1453188202371818,0
673,5.1370599748195609,0
674,5.1287398356006708,0
675,5.1203581037488721,0
676,5.1119144762523883,0
677,5.1034086458483046,0
678,5.0948403009498744,0
679,5.086209125572144,0
680,5.0775147992557841,0
681,5.0687569969891495,0
682,5.0599353891284409,0
683,5.0510496413159878,0
684,5.0420994143965441,0
685,5.0330843643315548,0
686,5.0240041421113446,0
687,5.0148583936651487,0
688,5.0056467597689167,0
689,4.9963688759508944,0
690,4.9870243723947896,0
691,4.9776128738405374,0
692,4.9681339994826388,0
693,4.9585873628657939,0
694,4.9489725717780439,0
695,4.9392892281410612,0
696,4.9295369278976979,0
697,4.9197152608965959,0
698,4.9098238107738101,0
699,4.8998621548313341,0
700,4.8898298639124755,0
701,4.8797265022738836,0
702,4.8695516274542339,0
703,4.8593047901393502,0
704,4.84898553402377,0
705,4.8385933956685179,0
706,4.8281279043550223,0
707,4.8175885819350528,0
708,4.8069749426765522,0
709,4.7962864931051357,0
710,4.7855227318412386,0
711,4.7746831494326729,0
712,4.7637672281825001,0
713,4.7527744419719635,0
714,4.7417042560784122,0
715,4.7305561269880059,0
716,4.7193295022029691,0
717,4.7080238200432527,0
718,4.696638509442427,0
719,4.6851729897374863,0
720,4.6736266704525153,0
721,4.6619989510757867,0
722,4.6502892208302846,0
723,4.6384968584371551,0
724,4.6266212318720843,0
725,4.6146616981140909,0
726,4.6026176028866317,0
727,4.5904882803906544,0
728,4.5782730530292373,0
729,4.5659712311236458,0
730,4.5535821126202594,0
731,4.5411049827882541,0
732,4.5285391139074305,0
733,4.5158837649459604,0
734,4.5031381812276816,0
735,4.4903015940882973,0
736,4.477373220520299,0
737,4.4643522628059653,0
738,4.4512379081380313,0
739,4.4380293282274579,0
740,4.4247256788978628,0
741,4.41132609966595,0
742,4.3978297133073463,0
743,4.384235625407304,0
744,4.3705429238955498,0
745,4.356750678564592,0
746,4.3428579405707941,0
747,4.3288637419174014,0
748,4.314767094918798,0
749,4.300566991645022,0
750,4.286262403345809,0
751,4.2718522798530776,0
752,4.2573355489609721,0
753,4.2427111157823267,0
754,4.2279778620805013,0
755,4.2131346455754626,0
756,4.1981802992227744,0
757,4.1831136304642706,0
758,4.167933420449013,0
759,4.1526384232231077,0
760,4.1372273648867806,0
761,4.1216989427170789,0
762,4.1060518242545747,0
763,4.0902846463520977,0
764,4.0743960141836277,0
765,4.0583845002112762,0
766,4.0422486431081204,0
767,4.0259869466346085,0
768,4.0095978784660584,0
769,3.9930798689685192,0
770,3.9764313099203363,0
771,3.9596505531762816,0
772,3.9427359092712071,0
773,3.9256856459596579,0
774,3.9084979866879777,0
775,3.8911711089948793,0
776,3.8737031428364936,0
777,3.856092168831343,0
778,3.8383362164205428,0
779,3.8204332619381569,0
780,3.8023812265863266,0
781,3.7841779743091672,0
782,3.7658213095593376,0
783,3.7473089749505202,0
784,3.728638648788464,0
785,3.7098079424729797,0
786,3.6908143977622854,0
787,3.6716554838908988,0
788,3.652328594531137,0
789,3.6328310445877809,0
790,3.6131600668144421,0
791,3.5933128082394608,0
792,3.5732863263877954,0
793,3.5530775852846017,0
794,3.5326834512246736,0
795,3.5121006882908161,0
796,3.4913259536024395,0
797,3.4703557922743062,0
798,3.4491866320633489,0
799,3.4278147776794783,0
800,3.4062364047341398,0
801,3.3844475532978797,0
802,3.3624441210353413,0
803,3.3402218558832244,0
804,3.3177763482330853,0
805,3.2951030225772691,0
806,3.2721971285718827,0
807,3.2490537314659527,0
808,3.2256677018405844,0
809,3.2020337045957934,0
810,3.1781461871161016,0
811,3.1539993665380295,0
812,3.1295872160342135,0
813,3.1049034500187274,0
814,3.0799415081672135,0
815,3.0546945381325785,0
816,3.0291553768222674,0
817,3.003316530086666,0
818,2.9771701506487505,0
819,2.9507080140829571,0
820,2.9239214926257979,0
821,2.8968015265708984,0
822,2.8693385929666739,0
823,2.8415226712944195,0
824,2.8133432057574019,0
825,2.784789063755698,0
826,2.7558484900558744,0
827,2.7265090560860736,0
828,2.6967576036939427,0
829,2.6665801825922113,0
830,2.635961980581329,0
831,2.6048872454728564,0
832,2.5733391974344615,0
833,2.5412999302252306,0
834,2.5087502994741646,0
835,2.4756697957530482,0
836,2.442036399677364,0
837,2.4078264155905944,0
838,2.3730142794833795,0
839,2.3375723355734266,0
840,2.3014705742844281,0
841,2.2646763220066082,0
842,2.2271538697042477,0
843,2.1888640227462388,0
844,2.1497635477254082,0
845,2.1098044828113691,0
846,2.0689332655682353,0
847,2.0270896154459304,0
848,1.9842050870189025,0
849,1.9402011852816612,0
850,1.8949869089426081,0
851,1.8484555687739626,0
852,1.8004807294221219,0
853,1.7509111683336485,0
854,1.6995648715642893,0
855,1.6462223453607017,0
856,1.590619979241557,0
857,1.5324449155745645,0
858,1.4713338966701082,0
859,1.4068798195351016,0
860,1.3386509989556414,0
861,1.2662289012297003,0
862,1.1892694772601249,0
863,1.1075900205097011,0
864,1.0212766630564987,0
865,0.93079721202429089,0
866,0.83709231079890412,0
867,0.74161015708758782,0
868,0.64625319506755863,0
869,0.55322387111063209,0
870,0.46478759467416897,0
871,0.38300207758845306,0
872,0.30947734890837475,0
873,0.24522118660265274,0
874,0.19059541744685249,0
875,0.14537454166328856,0
876,0.1088741313055554,0
877,0.080108722172301194,0
878,0.057944791318537935,0
879,0.041226924853874317,0
880,0.028868066539948656,0
881,0.019904272065554056,0
882,0.013519833604640135,0
883,0.009050679673490835,0
884,0.0059737806788553614,0
885,0.0038889788465213573,0
886,0.0024979752662531037,0
887,0.0015835956908190766,0
888,0.00099113323006122067,0
889,0.00061259128648422404,0
890,0.00037400088053180522,0
891,0.00022560187041357072,0
892,0.0001344869613482778,0
893,7.9246253223846046e-05,0
894,4.6166509383702751e-05,0
895,2.6595564864214772e-05,0
896,1.5153231723296137e-05,0
897,8.5406586533728208e-06,0
898,4.7625573180953593e-06,0
899,2.6279753977556098e-06,0
900,1.4351625990242251e-06,0
901,7.757886174235628e-07,0
902,4.1515413936760625e-07,0
903,2.1996714933985096e-07,0
904,1.1541050897465397e-07,0
905,5.9968954524586329e-08,0
906,3.0864110398345771e-08,0
907,1.5735406469881279e-08,0
908,7.9478218313393064e-09,0
909,3.9775134937986035e-09,0
910,1.97248854636101e-09,0
911,9.6939568247352787e-10,0
912,4.7218757108375997e-10,0
913,2.2797999148987275e-10,0
914,1.0911595063769403e-10,0
915,5.1776004388662638e-11,0
916,2.435880438730781e-11,0
917,1.1363388654260783e-11,0
918,5.2567888016086328e-12,0
919,2.4117336341973578e-12,0
920,1.097409599479249e-12,0
921,4.9530460650697322e-13,0
922,2.2175475543527199e-13,0
923,9.8492338799500809e-14,0
924,4.3400237198773162e-14,0
925,1.8974589162553282e-14,0
926,8.2313878608513981e-15,0
927,3.5434251683534893e-15,0
928,1.5137405392989787e-15,0
929,6.4177890038526601e-16,0
930,2.7005516347110313e-16,0
931,1.1279224945448919e-16,0
932,4.6761868982942549e-17,0
933,1.9244909159128343e-17,0
934,7.8627836559956145e-18,0
935,3.1893178043404195e-18,0
936,1.2844119862478683e-18,0
937,5.1359358158682391e-19,0
938,2.03923212077741e-19,0
939,8.0402266506411828e-20,0
940,3.1480872756939468e-20,0
941,1.2241199111138655e-20,0
942,4.7273893191724036e-21,0
943,1.8132600156563441e-21,0
944,6.9081352617566118e-22,0
945,2.6142310798912448e-22,0
946,9.8271937200196137e-23,0
947,3.669755501982024e-23,0
948,1.3614012559232091e-23,0
949,5.0175947016866944e-24,0
950,1.8373171139945076e-24,0
951,6.6845190390568707e-25,0
952,2.4164165640337441e-25,0
953,8.6797425235116134e-26,0
954,3.0980812355696733e-26,0
955,1.09887154526764e-26,0
956,3.8733451730180243e-27,0
957,1.3568359417017365e-27,0
958,4.7237489350828504e-28,0
959,1.6344845520855661e-28,0
960,5.6211523139900765e-29,0
961,1.9214812206266505e-29,0
962,6.5287298874102804e-30,0
963,2.205049312262345e-30,0
964,7.4032092241296308e-31,0
965,2.4708631983430835e-31,0
966,8.1982088609064059e-32,0
967,2.7042403583774278e-32,0
968,8.8683305018750558e-33,0
969,2.8914970705805629e-33,0
970,9.3735002953914901e-34,0
971,3.0212916619070426e-34,0
972,9.6829747128320103e-35,0
973,3.0857698529180794e-35,0
974,9.7784490403545991e-36,0
975,3.0813503712780253e-36,0
976,9.6558305221019112e-37,0
977,3.0090419884162499e-37,0
978,9.325441046487445e-38,0
979,2.8742552442219211e-38,0
980,8.8106560361209385e-39,0
981,2.6861491115222191e-39,0
982,8.1452194125101436e-40,0
983,2.4566198504063107e-40,0
984,7.3696553914460754e-41,0
985,2.1990842832854376e-41,0
986,6.527296154280118e-42,0
987,1.9272260340364445e-42,0
988,5.6604491605189872e-43,0
989,1.6538606759379594e-43,0
990,4.8071479571207017e-44,0
991,1.3900397791631536e-44,0
992,3.9987904504100011e-45,0
993,1.1444639646633406e-45,0
994,3.2588010704548656e-46,0
995,9.2321960189102998e-47,0
996,2.6022045094468926e-47,0
997,7.2949206598129156e-48,0
998,2.0245594991889915e-48,0
999,5.2217422032142585e-49,0
